system_id,observation_id,variant,sigma,rho,beta,dt,burn_in_time,num_trajectories,trajectory_length,x_min,x_max,y_min,y_max,z_min,z_max,state_norm_max,velocity_norm_max,rk4_self_residual_max,full_state_observation_error_max,divergence,equilibrium_count,double_wing_trajectory_count,max_wing_switch_count,smoke_passed
"lorenz63","lorenz63_full_state_clean","standard_chaotic_standard_full_state",10.0,28.0,2.6666666666666665,0.01,10.0,48,4000,-19.11448192001822,19.11448192001822,-26.265248358161795,26.265248358161795,2.4095513350910718,46.937324301419835,51.26927858376421,394.4914562935574,0.0,0.0,-13.666666666666666,3,48,30,true
