system_id,observation_id,variant,state_dim,F,dt,burn_in_time,num_trajectories,trajectory_length,state_min,state_max,state_span,state_norm_max,velocity_norm_max,step_increment_max,rk4_self_residual_max,full_state_observation_error_max,uniform_state_residual,energy_mean,coordinate_mean_range,coordinate_variance_range,active_trajectory_count,smoke_passed
"lorenz96","lorenz96_full_state_clean","k40_f8_smoke_full_state",40,8.0,0.01,2.0,6,500,-8.316663404313982,13.920275483821456,22.236938888135438,31.199958109117723,182.7287758115162,1.8265243187917701,0.0,0.0,0.0,18.69215014573835,1.105791416342687,7.279528133515102,6,true
