system_id,observation_id,variant,alpha,beta,gamma,delta,dt,num_trajectories,trajectory_length,x_min,x_max,y_min,y_max,state_norm_max,velocity_norm_max,rk4_self_residual_max,full_state_observation_error_max,invariant_initial_min,invariant_initial_max,invariant_max_abs_drift,invariant_max_rel_drift,all_states_positive,smoke_passed
"lotka_volterra","lotka_volterra_full_state_clean","orbit_family_fixed_parameters_full_state",1.5,1.0,3.0,1.0,0.005,24,4000,1.4849096771094876,5.3045329748950945,0.5277293109559156,3.258291437466377,5.544494794503416,6.7750402910142045,0.0,0.0,0.6058373488128151,1.1906501749957856,4.2196801608440637e-10,3.544013388196914e-10,true,true
