quantity,x,y,z
mean,0.15092087836363233,-0.8807110164207083,0.8911178357687217
variance,27.05089517088818,23.719790348351886,7.620658522327267
covariance_row_1,27.05089517088834,-4.692139232711226,4.7378331525447805
covariance_row_2,-4.692139232711226,23.7197903483519,2.3440200489662693
covariance_row_3,4.7378331525447805,2.3440200489662693,7.62065852232724
divergence_min,-14.605600202669777,,
divergence_mean,-5.349079121636367,,
divergence_max,5.933071838415683,,
