system_id,observation_id,variant,state_dim,F,dt,burn_in_time,num_trajectories,trajectory_length,state_min,state_max,state_span,state_norm_max,velocity_norm_max,step_increment_max,rk4_self_residual_max,full_state_observation_error_max,uniform_state_residual,energy_mean,coordinate_mean_range,coordinate_variance_range,active_trajectory_count,smoke_passed
"lorenz96","lorenz96_full_state_clean","k40_f8_standard_full_state",40,8.0,0.01,10.0,48,4000,-10.127279889299821,14.794629162854472,24.92190905215429,32.114798313521725,212.29368739967185,2.1204855551769968,0.0,0.0,0.0,18.732000467143564,0.20256336602419367,1.0828813730323148,48,true
