system_id,observation_id,variant,gamma,omega0,dt,energy_relative_drift_max,full_state_observation_error_max,rollout_residual_max,discrete_spectrum_abs_error_max,discrete_spectrum_modulus_error_from_one_max,num_trajectories,trajectory_length,smoke_passed
"linear_oscillator","full_state_2d_clean","undamped_smoke",0.0,1.0,0.02,4.070371670643498e-14,0.0,2.673771110915334e-15,3.469446951953614e-18,0.0,8,800,true
