quantity,x,y,z
mean,0.04796244076931781,0.011284205804268177,23.583914661542046
variance,62.765525402173715,80.99654297055068,71.68766573961045
covariance_row_1,62.76552540217343,63.01330311563023,0.6519737769484902
covariance_row_2,63.01330311563023,80.99654297055069,0.33504343052336305
covariance_row_3,0.6519737769484902,0.33504343052336305,71.6876657396103
