system_id,observation_id,variant,alpha,beta,gamma,delta,dt,num_trajectories,trajectory_length,x_min,x_max,y_min,y_max,state_norm_max,velocity_norm_max,rk4_self_residual_max,full_state_observation_error_max,invariant_initial_min,invariant_initial_max,invariant_max_abs_drift,invariant_max_rel_drift,all_states_positive,smoke_passed
"lotka_volterra","lotka_volterra_full_state_clean","smoke_default_full_state",1.5,1.0,3.0,1.0,0.005,5,1600,1.925438488284792,4.414997331030344,0.7855376130850655,2.55426428201113,4.6950591430486766,3.6323057067004276,0.0,0.0,0.6490008014515606,0.8517811544255449,8.782818916586166e-11,1.0311121431783073e-10,true,true
