system_id,observation_id,variant,a,b,c,dt,burn_in_time,num_trajectories,trajectory_length,x_min,x_max,y_min,y_max,z_min,z_max,state_norm_max,velocity_norm_max,step_increment_max,rk4_self_residual_max,full_state_observation_error_max,divergence_mean,active_attractor_trajectory_count,max_y_positive_crossing_count,smoke_passed
"rossler_standard","rossler_full_state_clean","standard_chaotic_standard_full_state",0.2,0.2,5.7,0.02,50.0,48,4000,-9.105600202669775,11.433071838415684,-10.790600947399748,7.840311997438457,0.013527542849856801,22.849890400904375,23.6020497557162,64.27414179008521,1.284187503028733,0.0,0.0,-5.349079121636367,48,14,true
