quantity,x,y,z
mean,0.15432181706936948,-0.7671130657805172,0.8149507874798382
variance,26.296025911803785,23.785236811597542,7.389131629168065
covariance_row_1,26.29602591180377,-4.776688364889945,4.31596531328908
covariance_row_2,-4.776688364889945,23.78523681159753,1.9111070642231442
covariance_row_3,4.31596531328908,1.9111070642231442,7.389131629168072
divergence_min,-14.564922976098256,,
divergence_mean,-5.34567818293063,,
divergence_max,5.878294794918191,,
