system_id,observation_id,variant,a,b,c,dt,burn_in_time,num_trajectories,trajectory_length,x_min,x_max,y_min,y_max,z_min,z_max,state_norm_max,velocity_norm_max,step_increment_max,rk4_self_residual_max,full_state_observation_error_max,divergence_mean,active_attractor_trajectory_count,max_y_positive_crossing_count,smoke_passed
"rossler_standard","rossler_full_state_clean","standard_chaotic_smoke_full_state",0.2,0.2,5.7,0.02,50.0,6,1500,-9.064922976098256,11.378294794918192,-10.742537266194283,7.805477632725961,0.013564808588590795,22.311292651863337,23.087609779256553,62.278351629942996,1.245753992937811,0.0,0.0,-5.34567818293063,6,6,true
