system_id,observation_id,variant,sigma,rho,beta,dt,burn_in_time,num_trajectories,trajectory_length,x_min,x_max,y_min,y_max,z_min,z_max,state_norm_max,velocity_norm_max,rk4_self_residual_max,full_state_observation_error_max,divergence,equilibrium_count,double_wing_trajectory_count,max_wing_switch_count,smoke_passed
"lorenz63","lorenz63_full_state_clean","standard_chaotic_smoke_full_state",10.0,28.0,2.6666666666666665,0.01,5.0,6,1200,-18.024242591548322,17.431173693023997,-24.230298409745796,23.116605660997113,5.573486672631849,44.77842712643666,48.8616101537811,334.09648452683695,0.0,0.0,-13.666666666666666,3,6,11,true
