system_id,observation_id,variant,delta,alpha,beta,dt,num_trajectories,trajectory_length,q_min,q_max,v_min,v_max,state_norm_max,velocity_norm_max,rk4_self_residual_max,full_state_observation_error_max,max_positive_energy_jump,positive_energy_jump_count_total,energy_drop_min,left_well_count,right_well_count,near_barrier_count,smoke_passed
"duffing_unforced_double_well","duffing_full_state_clean","smoke_default_full_state",0.2,-1.0,1.0,0.02,8,800,-1.5304107195391745,1.5304107195391745,-1.4086313931205092,1.4086313931205092,1.921885739273962,2.0622609370825487,0.0,0.0,0.0,0,0.0,4,4,0,true
